Review_en,text_clean,food_rating,service_rating,atmosphere_rating,sentiment
Good food 😊,good food smiling face with smiling eyes,,,,positive
"Fresh sashimi...friendly staff..food preparation time is short although the restaurant is full..if you go before 1pm, the lunch set is so worthwhile and cheap.","fresh sashimi...friendly staff..food preparation time is short eventhough the restaurant is full..if you go before 1pm, the lunch set is so worth and cheap. one of the best sashimi in melaka other than wazen..",,,,positive
The menu was changed since I last ate the food years ago. It's not as delicious as it was.,the menu was changed since i last had the food years ago. it is not as delicious as it was. a bit disappointed.,,,,negative
"The food is delicious, mostly. It's worth a try.",食物好吃，大分。。。值得一试,,,,positive
It's a Japanese restaurant in Malacca. The store owner didn't have any staff who could speak Japanese. The menu was photographed and I think it's easy to use for girls who don't know Japanese cuisine.,マラッカにある日本料理レストランです。店員さんで日本語を話せるスタッフはいませんでした。メニューが写真入で、日本料理を知らないガイジンさんには利用しやすいと思います。,,,,neutral
Nice Japanese food.,nice japanese food,,,,positive
"New menu, great food and atmosphere","new menu, great food and ambience",,,,positive
The service is fantastic.,service is fantastic.,,,,positive
"Consider expensive for local blue collar level, the food is good, the sushi was fresh, probably one of the freshest among Japanese restaurants","consider expensive for local blue collar level, the food are good, the sushi were fresh, probably one of the freshest among the japanese restaurants",,,,positive
I love the newly updated menu...,love the new updated menu...,,,,positive
"Decent portion, average taste, average service, they forgot to serve my hot tea though ","decent portion. taste average. service average, they forgot to serve my hot tea though disappointed face",,,,negative
"Good food and variety, reasonable prices, good service, fast.","good food and variety. prices reasonable. good service , quite fast",,,,positive
"Ordered set lunches. Food okay, service is a little slow even on a normal day lunch time.","ordered set lunches. food okay, service is a bit slow even on a normal day lunch time.",,,,neutral
"Great food with many choices, from raw to cooked. The dining environment is always on tip top. In terms of money, it will be slightly expensive, but they serve the quality. If you want budget style, stop by for lunch from 12pm. They have cheaper set lunch. If you come for dinner with a lot of people during the holidays, make sure you book, because they are always full house.","great food with many choices, from uncook to cooked. the dining environment always on tip top. in terms of money, it'll be slightly pricy, but they serve the quality. if want budget style, drop by for lunch from 12pm. they have cheaper set lunch. if coming for dinner with a lot people during the holidays, make sure you book, because they always full house.",,,,positive
"Price road, food yummy yummy, a must-see Japanese meal in Malayalam","价格公道，食物yummy yummy, 去马六甲必去的一间日本餐",,,,positive
"Nice selection of choice, quality of food is good.","nice selection of choice, standard of food is good .",,,,positive
Nice atmosphere with good quality value for money food choices of food is fantastic.,nice ambience with good quality value for money food. choices of food is fantastic.,,,,positive
Fresh sashimi,fresh sashimi,,,,positive
"This is the first time I've eaten dinner here and I like Garlic Rice, Saba Teriyaki and the ice cream.","this is the first time i ate dinner here and i like the garlic rice, the saba teriyaki and the ice-cream.",,,,positive
อาหารอร่อย  food  food  food  food  food  food  food  food  food  food,อาหารอร่อย,,,,neutral
"The restaurant is clean n nice, ordered a Unagi set lunch, it's fresh n nice","the restaurant is clean n nice, ordered a unagi set lunch, it is fresh n nice",,,,positive
"Good and nice Japanese food. (Very good quality, the sashimi is fresh)","good and nice japanese food. (very good quality, the sashimi is fresh )",,,,positive
Rats and mice,mice,,,,negative
That's good.,很不错。。。,,,,positive
"Nice food, nice place but the price had sadly gone up quite a bit.","nice food, nice place but price had sadly gone up quite a bit.",,,,positive
"The food is good, the price is a bit expensive, but it's worth a little bit of sushi.",食物都不错，挺好吃的价钱稍微有一点点贵啦，不过挺值的，就是寿司有点少。。,,,,positive
Fresh service is good.,新鲜服务好什么都好,,,,positive
The food is always good.,food is always good. cosy place.,,,,positive
Average Japanese,average japanese,,,,neutral
